종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"105760","포스뱅크","KOSDAQ","벤처기업부","7010","30","0.43","7050","7050","6940","10785","75241350","67687473450","9655845"
"022100","포스코DX","KOSPI",,"23400","100","0.43","23350","23700","23200","102850","2409862425","3557612658600","152034729"
"058430","포스코스틸리온","KOSPI",,"41200","100","0.24","41100","41500","40700","6770","277168850","247200000000","6000000"
"009520","포스코엠텍","KOSDAQ GLOBAL","우량기업부","11490","-10","-0.09","11530","11650","11410","34554","397815490","478474657470","41642703"
"047050","포스코인터내셔널","KOSPI",,"50400","100","0.20","50400","51200","49850","172044","8686284900","8866508515200","175922788"
"003670","포스코퓨처엠","KOSPI",,"123400","-900","-0.72","125100","127500","122600","123552","15369595500","9558961348000","77463220"
"189690","포시에스","KOSDAQ","벤처기업부","2375","-25","-1.04","2400","2405","2360","139225","331500956","64889676375","27321969"
"318020","포인트모바일","KOSDAQ","벤처기업부","5040","-120","-2.33","5240","5240","4955","11697","58933950","63817850880","12662272"
"256630","포인트엔지니어링","KOSDAQ","벤처기업부","1181","1","0.08","1186","1186","1166","14469","17041379","68494542032","57997072"
"331380","포커스에이아이","KOSDAQ","투자주의환기종목(소속부없음)","2740","-5","-0.18","2720","2790","2680","56537","155135875","62267738480","22725452"
"208710","포톤","KOSDAQ","중견기업부","2340","0","0.00","2340","2455","2305","5406","12584071","30841508880","13180132"
"472850","폰드그룹","KOSDAQ","중견기업부","12290","90","0.74","12490","12500","11840","33231","402936880","397506936570","32343933"
"039980","폴라리스AI","KOSDAQ","중견기업부","2725","5","0.18","2720","2740","2710","224960","612608918","198096774400","72696064"
"041910","폴라리스AI파마","KOSDAQ","중견기업부","7550","70","0.94","7520","7560","7430","11465","86154230","101937132850","13501607"
"234100","폴라리스세원","KOSDAQ","우량기업부","1196","-6","-0.50","1192","1214","1189","462247","554502837","82225153088","68750128"
"041020","폴라리스오피스","KOSDAQ","벤처기업부","6570","40","0.61","6570","6740","6550","542240","3594452330","326696521860","49725498"
"114630","폴라리스우노","KOSDAQ","우량기업부","537","1","0.19","536","540","533","52509","28082868","47227833276","87947548"
"290720","푸드나무","KOSDAQ","관리종목(소속부없음)","2085","10","0.48","2130","2130","2065","3664","7642035","51144895710","24529926"
"005670","푸드웰","KOSDAQ","우량기업부","5660","0","0.00","5630","5710","5520","20407","114783070","56600000000","10000000"
"094940","푸른기술","KOSDAQ","벤처기업부","8180","80","0.99","8170","8180","8000","19477","157040120","68396137480","8361386"
"057880","푸른소나무","KOSDAQ","관리종목(소속부없음)","8790","0","0.00","0","0","0","0","0","216061434720","24580368"
"007330","푸른저축은행","KOSDAQ","우량기업부","10300","560","5.75","9790","10330","9790","142695","1436487070","155352840000","15082800"
"017810","풀무원","KOSPI",,"12550","40","0.32","12510","12630","12470","41034","515281420","478412802100","38120542"
"093380","풍강","KOSDAQ","중견기업부","2705","-15","-0.55","2720","2750","2695","5408","14697665","26723541665","9879313"
"023900","풍국주정","KOSDAQ","우량기업부","9580","10","0.10","9530","9610","9530","864","8254890","120708000000","12600000"
"103140","풍산","KOSPI",,"128400","6200","5.07","129000","129000","125000","272700","34889557350","3598317295200","28024278"
"005810","풍산홀딩스","KOSPI",,"51900","3250","6.68","54000","54000","51500","143781","7519052000","748257454800","14417292"
"371950","풍원정밀","KOSDAQ","기술성장기업부","10930","-340","-3.02","11700","11700","10900","19234","212302220","229972533840","21040488"
"370090","퓨런티어","KOSDAQ","기술성장기업부","14430","0","0.00","14450","14500","14360","17770","256358395","123475056900","8556830"
"445180","퓨릿","KOSDAQ","중견기업부","6290","-100","-1.56","6350","6390","6280","15494","97717525","107176492520","17039188"
"151910","퓨처코어","KOSDAQ","관리종목(소속부없음)","640","0","0.00","0","0","0","0","0","121645902080","190071722"
"341170","퓨쳐메디신","KONEX","일반기업부","2030","0","0.00","0","0","0","0","0","21382406150","10533205"
"220100","퓨쳐켐","KOSDAQ","기술성장기업부","17290","200","1.17","17260","17430","16350","114077","1949122165","382146259950","22102155"
"035200","프럼파스트","KOSDAQ","벤처기업부","3470","15","0.43","3450","3505","3450","36520","127081320","33765147300","9730590"
"334970","프레스티지바이오로직스","KOSDAQ","기술성장기업부","4675","-145","-3.01","4800","4810","4500","602589","2816659250","363493577975","77752637"
"950210","프레스티지바이오파마","KOSPI",,"18150","-70","-0.38","18140","18260","17240","246133","4356221205","1090745213250","60096155"
"321260","프로이천","KOSDAQ","벤처기업부","2080","-5","-0.24","2100","2100","2065","21083","43613650","58639534720","28192084"
"296160","프로젠","KONEX","일반기업부","7880","290","3.82","7740","8180","7690","15847","126111920","112606720840","14290193"
"053610","프로텍","KOSDAQ","우량기업부","24500","50","0.20","24450","24800","24400","4281","104968750","269500000000","11000000"
"303360","프로티아","KOSDAQ","기술성장기업부","3220","-25","-0.77","3250","3305","3190","8976","28988615","41464632300","12877215"
"377220","프롬바이오","KOSDAQ","기술성장기업부","2105","65","3.19","2040","2125","2040","139777","292420992","59592550000","28310000"
"335810","프리시젼바이오","KOSDAQ","기술성장기업부","3015","5","0.17","3010","3050","2965","9715","29205835","35017795890","11614526"
"053160","프리엠스","KOSDAQ","중견기업부","8260","-40","-0.48","8350","8350","8240","5419","44887360","49560000000","6000000"
"405000","플라즈맵","KOSDAQ","관리종목(소속부없음)","8800","160","1.85","9130","9130","8640","1060","9292705","33778307200","3838444"
"041590","플래스크","KOSDAQ","관리종목(소속부없음)","2370","0","0.00","0","0","0","0","0","116064014460","48972158"
"367000","플래티어","KOSDAQ","벤처기업부","4795","15","0.31","4785","4820","4755","749","3601985","40221452565","8388207"
"075130","플랜티넷","KOSDAQ","벤처기업부","3125","-5","-0.16","3140","3145","3110","37671","117588435","51944750000","16622320"
"222670","플럼라인생명과학","KONEX","일반기업부","7140","20","0.28","7190","7190","7140","35","250300","26171698560","3665504"
"009810","플레이그램","KOSPI",,"339","-11","-3.14","350","353","339","160468","55019152","51489862500","151887500"
"237820","플레이디","KOSDAQ","중견기업부","5260","-20","-0.38","5250","5270","5200","66757","349142460","67470756400","12827140"
"023770","플레이위드","KOSDAQ","중견기업부","3260","-15","-0.46","3245","3285","3230","2972","9658495","28579833200","8766820"
"019570","플루토스","KOSDAQ","중견기업부","324","4","1.25","321","325","316","138224","44414209","21160453608","65310042"
"300080","플리토","KOSDAQ","기술성장기업부","12250","-250","-2.00","12500","12530","12190","15739","194022335","67397258250","5501817"
"033790","피노","KOSDAQ","중견기업부","3995","10","0.25","3985","4040","3975","25514","101730070","91177086000","22822800"
"032580","피델릭스","KOSDAQ","중견기업부","1204","-2","-0.17","1199","1206","1198","18907","22689571","39891005056","33132064"
"051380","피씨디렉트","KOSDAQ","중견기업부","2340","35","1.52","2345","2350","2275","13224","30883708","35895768480","15340072"
"241820","피씨엘","KOSDAQ","관리종목(소속부없음)","302","0","0.00","0","0","0","0","0","17869934034","59171967"
"452450","피아이이","KOSDAQ","벤처기업부","9640","100","1.05","9780","9880","9600","276285","2689226680","345362640000","35826000"
"237750","피앤씨테크","KOSDAQ","벤처기업부","4605","5","0.11","4605","4680","4510","30925","142325530","29916843000","6496600"
"460940","피앤에스로보틱스","KOSDAQ","기술성장기업부","14040","130","0.93","14000","14190","13800","22783","318500160","90863229600","6471740"
"319660","피에스케이","KOSDAQ GLOBAL","우량기업부","18470","-320","-1.70","18810","18850","18450","78550","1457694065","535015207580","28966714"
"031980","피에스케이홀딩스","KOSDAQ","우량기업부","34600","-1300","-3.62","36100","36100","34400","105332","3672907975","746058867000","21562395"
"002230","피에스텍","KOSDAQ","중견기업부","4240","5","0.12","4245","4260","4215","4197","17801315","81720996800","19273820"
"043370","피에이치에이","KOSDAQ","우량기업부","11680","210","1.83","11500","11680","11390","7404","85469180","245280000000","21000000"
"239890","피엔에이치테크","KOSDAQ","기술성장기업부","5150","-90","-1.72","5240","5270","5130","9792","50577550","51169138250","9935755"
"347740","피엔케이피부임상연구센타","KOSDAQ","벤처기업부","2780","15","0.54","2810","2810","2735","31951","88399875","83429401280","30010576"
"137400","피엔티","KOSDAQ GLOBAL","우량기업부","31050","0","0.00","31350","31500","30900","45017","1399630425","737222820300","23743086"
"257370","피엔티엠에스","KOSDAQ","벤처기업부","3230","60","1.89","3170","3230","3150","11552","36926240","40390701030","12504861"
"147760","피엠티","KOSDAQ","벤처기업부","2220","-15","-0.67","2310","2310","2205","6298","13956160","24020102520","10819866"
"128660","피제이메탈","KOSDAQ","중견기업부","3080","15","0.49","3080","3105","3050","32872","101252510","76394376520","24803369"
"006140","피제이전자","KOSDAQ","우량기업부","6150","90","1.49","6060","6160","6030","6999","42616050","92250000000","15000000"
"376180","피코그램","KOSDAQ","벤처기업부","3580","-60","-1.65","3605","3630","3520","289718","1035804113","66448516040","18561038"
"304840","피플바이오","KOSDAQ","기술성장기업부","2405","-15","-0.62","2460","2460","2375","6700","16050575","51054087955","21228311"
"087600","픽셀플러스","KOSDAQ","벤처기업부","7360","120","1.66","7230","7370","7180","6326","46028580","60105866880","8166558"
"291810","핀텔","KOSDAQ","기술성장기업부","2515","-35","-1.37","2580","2580","2450","30532","76158620","28564645680","11357712"
"378340","필에너지","KOSDAQ","벤처기업부","12680","-10","-0.08","12700","12780","12660","7899","100282870","271071543760","21377882"
"161580","필옵틱스","KOSDAQ","중견기업부","35300","-700","-1.94","36150","36400","35200","114998","4095986600","807866339600","22885732"
"347770","핌스","KOSDAQ","중견기업부","1472","-15","-1.01","1487","1487","1451","6625","9771976","33645565824","22857042"
"163730","핑거","KOSDAQ","벤처기업부","13300","420","3.26","12910","13380","12700","259001","3410897695","124562586400","9365608"
"417180","핑거스토리","KOSDAQ","중견기업부","2675","10","0.38","2665","2680","2635","38079","101242975","44983359075","16816209"
"446750","하나26호스팩","KOSDAQ","SPAC(소속부없음)","2085","-10","-0.48","2085","2090","2085","10351","21582399","12572550000","6030000"
"448370","하나27호스팩","KOSDAQ","SPAC(소속부없음)","2075","-10","-0.48","2100","2100","2075","8737","18204860","11661500000","5620000"
"454750","하나28호스팩","KOSDAQ","SPAC(소속부없음)","2045","0","0.00","0","0","0","0","0","14728090000","7202000"
"454640","하나29호스팩","KOSDAQ","SPAC(소속부없음)","2075","-5","-0.24","2075","2080","2075","4514","9380840","11207075000","5401000"
"469880","하나30호스팩","KOSDAQ","SPAC(소속부없음)","2050","0","0.00","2055","2055","2040","6030","12346550","14975250000","7305000"
"469900","하나31호스팩","KOSDAQ","SPAC(소속부없음)","2035","-10","-0.49","2045","2045","2030","1610","3277760","11406175000","5605000"
"475240","하나32호스팩","KOSDAQ","SPAC(소속부없음)","2120","-15","-0.70","2135","2135","2120","21","44635","6784000000","3200000"
"475250","하나33호스팩","KOSDAQ","SPAC(소속부없음)","2120","0","0.00","2120","2120","2120","3","6360","7844000000","3700000"
"484130","하나34호스팩","KOSDAQ","SPAC(소속부없음)","2065","-5","-0.24","2070","2070","2065","2565","5296855","9333800000","4520000"
"086790","하나금융지주","KOSPI",,"94800","300","0.32","94500","94800","93100","577601","54349862250","26991824677200","284723889"
"299030","하나기술","KOSDAQ","벤처기업부","22200","-400","-1.77","22600","22850","22050","12858","287555975","177487002000","7994910"
"067310","하나마이크론","KOSDAQ","중견기업부","11420","-140","-1.21","11600","11660","11390","229385","2639780920","756825657580","66271949"
"166090","하나머티리얼즈","KOSDAQ GLOBAL","우량기업부","24950","-250","-0.99","25250","25300","24750","35815","892575925","493452966300","19777674"
"293480","하나제약","KOSPI",,"12320","140","1.15","12190","12350","12190","11774","144781580","218962694720","17772946"
"039130","하나투어","KOSPI",,"57100","-100","-0.17","57000","57400","56500","17968","1023688500","884475117200","15489932"
"136480","하림","KOSDAQ","중견기업부","3255","95","3.01","3160","3275","3160","1438575","4642307411","345712580010","106209702"
"003380","하림지주","KOSDAQ GLOBAL","우량기업부","10060","580","6.12","9670","10060","9590","449418","4414383380","1126776547260","112005621"
"450330","하스","KOSDAQ","기술성장기업부","8000","0","0.00","8050","8130","7970","2852","22800840","62688072000","7836009"
"101670","하이드로리튬","KOSDAQ","투자주의환기종목(소속부없음)","1307","-14","-1.06","1321","1324","1300","136663","178432372","70800150790","54169970"
"365590","하이딥","KOSDAQ","기술성장기업부","564","7","1.26","558","565","552","54279","30191164","87297676296","154783114"
"149980","하이로닉","KOSDAQ","관리종목(소속부없음)","5090","0","0.00","0","0","0","0","0","94645307670","18594363"
"013030","하이록코리아","KOSDAQ","우량기업부","29600","300","1.02","29400","29650","29200","21084","619942150","363945083200","12295442"
"352820","하이브","KOSPI",,"277500","-4000","-1.42","280000","280000","266500","223273","60769720500","11558456917500","41652097"
"126700","하이비젼시스템","KOSDAQ","우량기업부","14960","90","0.61","14900","15080","14810","14517","217029520","223533995520","14942112"
"071090","하이스틸","KOSPI",,"4475","-25","-0.56","4405","4495","4345","1070560","4724686957","90356832725","20191471"
"450050","하이제8호스팩","KOSDAQ","SPAC(소속부없음)","2060","0","0.00","2065","2070","2055","1060","2178845","10328840000","5014000"
"160190","하이젠알앤엠","KOSDAQ","중견기업부","35250","500","1.44","35200","35700","34650","47678","1681845200","1088802000000","30888000"
"221840","하이즈항공","KOSDAQ","투자주의환기종목(소속부없음)","1925","40","2.12","1921","1935","1900","780","1496394","35998579925","18700561"
"106190","하이텍팜","KOSDAQ","우량기업부","13010","-160","-1.21","13180","13270","13000","6848","89581250","138337580730","10633173"
"000080","하이트진로","KOSPI",,"21600","100","0.47","21550","21750","21500","56945","1231340275","1514885997600","70133611"
"000087","하이트진로2우B","KOSPI",,"16000","60","0.38","15950","16050","15940","418","6687920","18082208000","1130138"
"000140","하이트진로홀딩스","KOSPI",,"11280","370","3.39","11040","11280","10960","48163","538269660","261772309200","23206765"
"000145","하이트진로홀딩스우","KOSPI",,"13540","500","3.83","13040","13540","13040","238","3207490","6374767400","470810"
"065650","하이퍼코퍼레이션","KOSDAQ","관리종목(소속부없음)","3785","30","0.80","3795","3955","3695","150224","574122094","50473792560","13335216"
"066130","하츠","KOSDAQ","우량기업부","5070","10","0.20","5060","5070","5030","2406","12152525","64896000000","12800000"
"152550","한국ANKOR유전","KOSPI",,"251","1","0.40","250","252","248","443870","110810942","17575020000","70020000"
"004590","한국가구","KOSDAQ","중견기업부","5950","180","3.12","5780","5970","5780","39611","234070255","89250000000","15000000"
"036460","한국가스공사","KOSPI",,"44000","-800","-1.79","44600","44600","43400","263471","11593593200","4061772000000","92313000"
"039340","한국경제TV","KOSDAQ","우량기업부","5790","240","4.32","5540","5790","5540","45383","258745110","130275000000","22500000"
"005430","한국공항","KOSPI",,"54700","500","0.92","54700","55000","53900","2488","136088200","173199618500","3166355"
"071050","한국금융지주","KOSPI",,"148700","5200","3.62","147600","149700","145000","209890","31022379300","8286455010400","55725992"
"071055","한국금융지주우","KOSPI",,"96600","1900","2.01","96500","97500","94700","47418","4577944100","565907046600","5858251"
"034950","한국기업평가","KOSDAQ","우량기업부","99600","300","0.30","98600","100500","98600","919","91377400","452235194400","4540514"
"010040","한국내화","KOSPI",,"2430","25","1.04","2415","2435","2410","9090","22065586","99792960660","41067062"
"025540","한국단자","KOSPI",,"64500","-100","-0.15","64600","65300","63800","12150","785440200","652417500000","10115000"
"222980","한국맥널티","KOSDAQ","벤처기업부","4010","25","0.63","3975","4060","3955","27646","110775683","44236246830","11031483"
"010100","한국무브넥스","KOSPI",,"4725","15","0.32","4710","4800","4650","120355","569386580","143878234500","30450420"
"331660","한국미라클피플사","KONEX","일반기업부","17090","0","0.00","0","0","0","0","0","18799000000","1100000"
"256840","한국비엔씨","KOSDAQ","벤처기업부","5220","120","2.35","5100","5220","5050","134391","690065435","357021304920","68394886"
"219750","한국비티비","KOSDAQ","중견기업부","1392","-11","-0.78","1385","1421","1375","45341","63027639","91074223920","65426885"
"004090","한국석유","KOSPI",,"14170","170","1.21","14010","14190","13940","59918","843364295","179875680400","12694120"
"025550","한국선재","KOSDAQ","우량기업부","3515","15","0.43","3535","3540","3495","55009","193099310","89681724060","25514004"
"002200","한국수출포장","KOSPI",,"3015","-5","-0.17","3005","3035","2990","66863","200999833","120600000000","40000000"
"002960","한국쉘석유","KOSPI",,"443000","12000","2.78","432000","443000","432000","2204","967873750","575900000000","1300000"
"017890","한국알콜","KOSDAQ","우량기업부","10260","110","1.08","10180","10280","10110","30833","315112675","218266171560","21273506"
"000240","한국앤컴퍼니","KOSPI",,"21750","800","3.82","20950","22150","20850","80561","1746512225","2064841470000","94935240"
"080720","한국유니온제약","KOSDAQ","관리종목(소속부없음)","2725","0","0.00","0","0","0","0","0","21562456300","7912828"
"123890","한국자산신탁","KOSPI",,"2630","50","1.94","2580","2640","2575","207229","543042568","321843425380","122373926"
"015760","한국전력","KOSPI",,"37250","-1400","-3.62","38350","38400","37100","1927813","72370047425","23913161868250","641964077"
"041460","한국전자인증","KOSDAQ","중견기업부","4325","-30","-0.69","4360","4360","4265","86579","373203687","82175000000","19000000"
"006200","한국전자홀딩스","KOSPI",,"782","3","0.39","779","785","775","11475","8960710","36600052352","46803136"
"101680","한국정밀기계","KOSDAQ","중견기업부","2320","40","1.75","2305","2335","2280","4206","9710110","19497280000","8404000"
"039740","한국정보공학","KOSDAQ","벤처기업부","2920","50","1.74","2900","2930","2885","6261","18187375","23413719240","8018397"
"053300","한국정보인증","KOSDAQ","우량기업부","8320","20","0.24","8370","8540","8250","365386","3066765460","353112123520","42441361"
"025770","한국정보통신","KOSDAQ","우량기업부","10180","180","1.80","10200","10300","9860","38219","387364685","381182678780","37444271"
"458610","한국제12호스팩","KOSDAQ","SPAC(소속부없음)","2140","0","0.00","2140","2140","2140","1","2140","9052200000","4230000"
"464440","한국제13호스팩","KOSDAQ","SPAC(소속부없음)","2140","10","0.47","2140","2140","2140","5","10700","9244800000","4320000"
"479880","한국제15호스팩","KOSDAQ","SPAC(소속부없음)","2070","0","0.00","2070","2075","2070","2423","5016205","14220900000","6870000"
"027970","한국제지","KOSPI",,"810","0","0.00","813","815","805","68912","55740115","154044371970","190178237"
"023350","한국종합기술","KOSPI",,"5380","10","0.19","5350","5400","5320","19682","105672290","58911000000","10950000"
"025890","한국주강","KOSPI",,"2005","0","0.00","1990","2020","1970","29409","58571713","22675064295","11309259"
"000970","한국주철관","KOSPI",,"7250","100","1.40","7180","7250","7110","31806","229145655","165303625000","22800500"
"104700","한국철강","KOSPI",,"9650","210","2.22","9450","9650","9350","31122","299100655","351742500000","36450000"
"062970","한국첨단소재","KOSDAQ","중견기업부","3715","-35","-0.93","3785","3785","3680","114566","425775322","73322278870","19736818"
"017960","한국카본","KOSPI",,"23550","200","0.86","23700","23800","23150","78043","1829650825","1222444044600","51908452"
"023760","한국캐피탈","KOSDAQ","우량기업부","854","46","5.69","808","860","801","761424","633121765","269530577904","315609576"
"054040","한국컴퓨터","KOSDAQ","우량기업부","5130","130","2.60","5020","5140","4985","62701","318702355","82445717700","16071290"
"161890","한국콜마","KOSPI",,"105500","2900","2.83","103900","105900","103000","90434","9510329550","2490335623500","23605077"
"021650","한국큐빅","KOSDAQ","중견기업부","2575","0","0.00","2575","2580","2560","2736","7009420","42102699725","16350563"
"161390","한국타이어앤테크놀로지","KOSPI",,"43850","300","0.69","43350","44000","42950","84026","3669814475","5431921775650","123875069"
"034830","한국토지신탁","KOSPI",,"1280","17","1.35","1266","1282","1258","261317","332960599","323186214400","252489230"
"007280","한국특강","KOSPI",,"1536","-4","-0.26","1540","1541","1520","16376","25181204","93409245696","60813311"
"032300","한국파마","KOSDAQ","중견기업부","15080","10","0.07","15080","15140","14970","4538","68255680","164473051080","10906701"
"037230","한국팩키지","KOSDAQ","중견기업부","2130","-15","-0.70","2160","2210","2100","104021","223082399","63474696510","29800327"
"448900","한국피아이엠","KOSDAQ","기술성장기업부","14030","30","0.21","14050","14080","13880","27194","379999140","84242531710","6004457"
"047810","한국항공우주","KOSPI",,"87500","1400","1.63","87000","88600","86900","200505","17555094100","8529071862500","97475107"
"123690","한국화장품","KOSPI",,"9140","130","1.44","8980","9290","8900","253757","2318939750","146861520000","16068000"
"003350","한국화장품제조","KOSPI",,"59100","3800","6.87","56000","60400","55600","129177","7554047050","267841200000","4532000"
"030520","한글과컴퓨터","KOSDAQ GLOBAL","우량기업부","29850","100","0.34","29900","30100","29600","74722","2229873525","721765358400","24179744"
"052600","한네트","KOSDAQ","중견기업부","4910","50","1.03","4860","4940","4810","67278","329572847","56777767000","11563700"
"011500","한농화성","KOSPI",,"14600","70","0.48","14650","14790","14560","22428","327976475","228300813200","15637042"
"002390","한독","KOSPI",,"11750","90","0.77","11680","11750","11630","1344","15727840","161721512750","13763533"
"256150","한독크린텍","KOSDAQ","벤처기업부","6170","0","0.00","6220","6220","6090","1196","7361970","51797150000","8395000"
"092460","한라IMS","KOSDAQ","우량기업부","8900","30","0.34","8880","9020","8760","36882","328663085","152276152000","17109680"
"053690","한미글로벌","KOSPI",,"20600","250","1.23","20350","20600","20000","24671","500974250","225725530000","10957550"
"042700","한미반도체","KOSPI",,"94600","-1400","-1.46","96200","96200","94400","161571","15346960550","9016534120000","95312200"
"008930","한미사이언스","KOSPI",,"43000","1150","2.75","41800","43400","41600","63519","2711645525","2940836650000","68391550"
"128940","한미약품","KOSPI",,"280000","-2000","-0.71","281500","281500","276000","26447","7375635500","3587077480000","12810991"
"452190","한빛레이저","KOSDAQ","벤처기업부","5050","-20","-0.39","5080","5110","5020","37036","187063565","118001112850","23366557"
"047080","한빛소프트","KOSDAQ","중견기업부","1388","-11","-0.79","1399","1403","1380","4111","5691259","34453438456","24822362"
"009240","한샘","KOSPI",,"50300","5500","12.28","45350","50700","45350","166164","8027106425","1183756578400","23533928"
"452280","한선엔지니어링","KOSDAQ","중견기업부","6800","-70","-1.02","6870","6900","6730","13116","88971320","117407100000","17265750"
"020000","한섬","KOSPI",,"17210","220","1.29","16990","17330","16880","43801","754942650","386153625870","22437747"
"003680","한성기업","KOSPI",,"5060","10","0.20","5090","5090","5010","10806","54552940","31420145900","6209515"
"066980","한성크린텍","KOSDAQ","중견기업부","1449","4","0.28","1446","1478","1422","38032","54671947","75253996125","51935125"
"105630","한세실업","KOSPI",,"11040","160","1.47","11190","11190","10910","50932","560188305","441600000000","40000000"
"069640","한세엠케이","KOSPI",,"1621","259","19.02","1612","1770","1514","4766252","7947242656","48802639742","30106502"
"016450","한세예스24홀딩스","KOSPI",,"4630","55","1.20","4575","4645","4535","54339","250839137","185200000000","40000000"
"010420","한솔PNS","KOSPI",,"1875","2","0.11","1873","1875","1869","31883","59665299","38424397500","20493012"
"009180","한솔로지스틱스","KOSPI",,"2740","20","0.74","2720","2745","2700","26602","72491325","77146960500","28155825"
"114810","한솔아이원스","KOSDAQ","우량기업부","9070","-150","-1.63","9240","9240","9000","64685","587447885","259340088180","28593174"
"070590","한솔인티큐브","KOSDAQ","중견기업부","1893","23","1.23","1892","1897","1859","12353","23153233","26273933253","13879521"
"213500","한솔제지","KOSPI",,"8990","100","1.12","8890","9000","8860","15802","141511730","213967178240","23800576"
"014680","한솔케미칼","KOSPI",,"170900","900","0.53","168500","173600","168400","16562","2837305850","1937184825500","11335195"
"004710","한솔테크닉스","KOSPI",,"6210","-20","-0.32","6220","6290","6130","43828","273070270","199402342380","32109878"
"004150","한솔홀딩스","KOSPI",,"3345","65","1.98","3310","3365","3270","66617","221636592","137234043900","41026620"
"025750","한솔홈데코","KOSPI",,"748","8","1.08","740","753","735","327047","244179565","60262731452","80565149"
"042520","한스바이오메드","KOSDAQ","벤처기업부","8500","-190","-2.19","8600","8730","8490","15571","132624040","114974119500","13526367"
"004960","한신공영","KOSPI",,"8530","70","0.83","8460","8540","8360","5306","45062315","98698088060","11570702"
"011700","한신기계","KOSPI",,"3695","-35","-0.94","3735","3765","3665","106931","395242999","119888527945","32446151"
"430690","한싹","KOSDAQ","벤처기업부","5450","10","0.18","5440","5480","5390","18919","102725075","59379532150","10895327"
"078350","한양디지텍","KOSDAQ","우량기업부","9120","-80","-0.87","9200","9210","9090","16405","149660380","139028763840","15244382"
"045100","한양이엔지","KOSDAQ","우량기업부","18410","280","1.54","18190","18430","18080","11635","213295820","331380000000","18000000"
"001750","한양증권","KOSPI",,"19800","960","5.10","18930","19880","18520","191698","3728262530","252024973200","12728534"
"001755","한양증권우","KOSPI",,"18400","800","4.55","17500","18600","17380","18734","339041445","9660000000","525000"
"018880","한온시스템","KOSPI",,"3165","-50","-1.56","3195","3220","3160","195068","620481441","2148283477080","678762552"
"009420","한올바이오파마","KOSPI",,"25200","50","0.20","25150","25450","25000","42086","1063021125","1316464077600","52240638"
"320000","한울반도체","KOSDAQ","중견기업부","2550","-35","-1.35","2560","2635","2540","27632","70996940","82387924500","32308990"
"091440","한울소재과학","KOSDAQ","투자주의환기종목(소속부없음)","2370","-30","-1.25","2435","2435","2330","116510","275579330","67029972930","28282689"
"276730","한울앤제주","KOSDAQ","기술성장기업부","2165","-15","-0.69","2180","2195","2150","5886","12732970","33941475740","15677356"
"014130","한익스프레스","KOSPI",,"3590","-5","-0.14","3620","3620","3550","6468","23188920","43080000000","12000000"
"024740","한일단조","KOSDAQ","우량기업부","2220","35","1.60","2210","2235","2200","494241","1097883879","73031448780","32897049"
"005860","한일사료","KOSDAQ","우량기업부","3915","75","1.95","3855","3935","3835","389340","1507627923","154265426775","39403685"
"300720","한일시멘트","KOSPI",,"18510","180","0.98","18210","18560","18200","19033","350814845","1282031105400","69261540"
"002220","한일철강","KOSPI",,"2675","-10","-0.37","2680","2700","2630","38746","103264290","71415705500","26697460"
"006390","한일현대시멘트","KOSPI",,"19180","260","1.37","18850","19270","18750","11083","211731400","370704748960","19327672"
"003300","한일홀딩스","KOSPI",,"18120","160","0.89","18010","18190","17910","8105","146483255","558691858080","30832884"
"007770","한일화학","KOSDAQ","중견기업부","9690","70","0.73","9660","9700","9550","610","5885140","34011900000","3510000"
"051600","한전KPS","KOSPI",,"55000","-500","-0.90","55700","56000","54300","76443","4225266050","2475000000000","45000000"
"052690","한전기술","KOSPI",,"92400","500","0.54","93900","93900","91500","170796","15812435350","3531528000000","38220000"
"130660","한전산업","KOSPI",,"13370","-120","-0.89","13600","13630","13350","87627","1177710045","435862000000","32600000"
"198940","한주라이트메탈","KOSDAQ","중견기업부","740","5","0.68","735","741","727","9700","7104411","28803003720","38922978"
"058450","한주에이알티","KOSDAQ","투자주의환기종목(소속부없음)","1153","12","1.05","1180","1180","1133","8318","9529961","17057045013","14793621"
"107640","한중엔시에스","KOSDAQ","기술성장기업부","25550","1350","5.58","24300","26200","24200","129896","3327450225","231430520300","9057946"
"002320","한진","KOSPI",,"21400","200","0.94","21350","21550","21000","17326","370719300","319962506600","14951519"
"003480","한진중공업홀딩스","KOSPI",,"5520","10","0.18","5510","5600","5470","42632","235839600","163004562240","29529812"
"180640","한진칼","KOSPI",,"124500","5500","4.62","117200","126200","117200","46285","5686082000","8311903735500","66762279"
"18064K","한진칼우","KOSPI",,"40750","2050","5.30","38650","41900","38150","14357","584492250","21873214500","536766"
"005110","한창","KOSPI",,"1254","0","0.00","0","0","0","0","0","26467434378","21106407"
"079170","한창산업","KOSDAQ","중견기업부","8070","-110","-1.34","8160","8160","8000","7373","59253570","41964000000","5200000"
"009460","한창제지","KOSPI",,"723","0","0.00","723","728","720","8721","6294695","43139592378","59667486"
"372910","한컴라이프케어","KOSPI",,"3150","10","0.32","3140","3175","3120","56674","178564850","87174378900","27674406"
"054920","한컴위드","KOSDAQ","중견기업부","4940","0","0.00","4940","5060","4890","2101834","10459770771","139392380140","28217081"
"457370","한켐","KOSDAQ","중견기업부","8200","-10","-0.12","8150","8210","8150","5612","45860690","65822498800","8027134"
